;Comment
2379;['вспоминать', 'свой', 'класс', 'школа', 'деньга', 'обогреватель', 'собрать', 'потому', 'сидеть', 'зимой', 'перчатка']
2380;['мы', 'м', 'класс', 'заявить', 'нужно', 'срочно', 'менять', 'парта', 'старый', 'ребёнок', 'они', 'удобно', 'сидеть', 'поменять']
2381;['я', 'неделя', 'ребёнок', 'обычный', 'школа', 'прописка', 'водить', 'класс', 'послушать', 'херня', 'посчитать', 'забрать', 'оттуда', 'перевести', 'частный', 'школа', 'профит', 'очевидный', 'человек', 'класс', 'чоу', 'против', 'городской', 'сош', 'логопед', 'психолог', 'дефектолог', 'персональный', 'занятие', 'полноценный', 'музыкальный', 'школа', 'тот', 'частный', 'шахматы', 'продленка', 'класс', 'питание', 'входить', 'сумма', 'месяц', 'главное', 'ребёнок', 'насилие', 'унижение', 'обучаться', 'свой', 'темп', 'глаз', 'каждый', 'минута', 'педагог', 'воспитатель', 'родитель', 'адекват', 'никакой', 'заебова', 'чат', 'общий', 'считать', 'подарок', 'просто', 'вариант', 'охрана']
2382;['дёшево', 'в', 'мск', 'садик', 'частный', 'начинаться', 'целый', 'школа']
2383;['блин', 'стоить', 'тогда', 'вопрос', 'возникнуть', 'отдавать', 'в', 'питер', 'частный', 'школа', 'стоять', 'это', 'самый', 'дешёвый', 'в', 'основное']
2384;['а', 'это', 'в', 'чита', 'часинай', 'шкооа']
2385;['в', 'какой', 'регион', 'у', 'частный', 'плюс', 'первоначальный', 'взнос', 'ещё', 'мелочь', 'а', 'среднее', 'вообще']
2386;['человек', 'месяц', 'иметь', 'рубль', 'месяц', 'грязный', 'этот', 'деньга', 'хватить', 'оплата', 'труд', 'классный', 'руководитель', 'ну', 'нормальный', 'частный', 'школа', 'столько', 'стоить', 'её', 'ещё', 'финансировать']
2387;['есть', 'ситуация', 'смысл', 'сдать', 'деньга', 'то', 'должный', 'всякий', 'устав', 'школа', 'хотеться', 'например', 'куллера', 'школа', 'обязать', 'предоставить', 'родитель', 'хотеть', 'пусть', 'ставить', 'единственный', 'это', 'должный', 'идти', 'учитель', 'что', 'далеко', 'столовая', 'ходить', 'тоже', 'самый', 'касаться', 'родиться', 'комитет', 'не', 'стоить', 'игнорить', 'спросить', 'какой', 'хуй', 'ребёнок', 'новый', 'год', 'быть', 'тот', 'конфета', 'который', 'любить', 'ваш', 'сын', 'игнорать', 'вы', 'давать', 'полный', 'свобода', 'пусть', 'комитет', 'выражать', 'мнение', 'родитель', 'особенный']
2388;['но', 'обслуживать', 'кулер', 'если', 'забить', 'становиться', 'рассадник', 'зараза']
2389;['вспоминать', 'тема', 'воздушный', 'фильтр', 'который', 'недавно', 'всплыть', 'народ', 'побежать', 'скидывать', 'деньга', 'слава', 'бог', 'родитель', 'заниматься', 'этот', 'дело', 'сказать', 'нормальный', 'фильтр', 'стоить', 'деньга', 'обслуживание', 'а', 'остальной', 'это', 'треш', 'они', 'поутихнуть', 'если', 'родитель', 'быть', 'игнорить', 'комитет', 'хотя', 'найтись', 'пара', 'курица', 'который', 'прямо', 'среться', 'сдать', 'деньга', 'но', 'сторона', 'единственный', 'ситуация', 'это', 'ребёнок', 'устроить', 'праздник', 'стиль', 'новый', 'год', 'дед', 'мороз', 'младший', 'школа', 'мой', 'это', 'отчитаться', 'сколько', 'потратить', 'показать', 'чек', 'так', 'п']
2390;['у', 'знакомый', 'пойти', 'директор', 'сказать', 'должный', 'она', 'свой', 'сказать', 'платить', 'быть', 'директор', 'сказать']
2391;['всё', 'просто', 'директор', 'отчитываться', 'всё', 'сделать', 'осваивать', 'деньга', 'карман', 'коллекторский', 'комитет', 'родитель', 'получать', 'полномочие', 'гнобить', 'показывать', 'власть', 'кусочек', 'отщипнуть', 'родитель', 'получать', 'офигенный', 'возможность', 'сдать', 'очередной', 'оброк']
2392;['просто', 'директор', 'говорить', 'деньга', 'дать', 'сделать', 'должный', 'просить', 'сделать', 'родитель', 'родитель', 'делать', 'тот', 'давать', 'деньга', 'директор', 'говорить', 'молодец', 'сам', 'получать', 'премия', 'эффективный', 'сокращение', 'всё']
2393;['или', 'жаловаться', 'вышестоящий', 'инстанция', 'директор', 'поиметь', 'офигенный', 'возможность', 'удовлетворять', 'комиссия', 'вазелин']
2394;['обычно', 'собирать', 'родительский', 'комитет', 'школа', 'причём', 'хотеть', 'трехслойный', 'туалетный', 'бумага', 'крем', 'мыло', 'кулер', 'жалюзи', 'вместо', 'штора', 'подарок', 'учитель', 'сам', 'хотеть', 'скидываться', 'покупать']
2395;['пытаться', 'гнобить', 'пытаться', 'унижать', 'я', 'надеяться', 'ребёнок', 'потому', 'давление', 'обычно', 'пытаться', 'оказывать', 'ибо', 'простой', 'безопасный']
2396;['как', 'таки', 'ребёнок', 'пытаться', 'угрожать', 'аттестат', 'получить', 'пока', 'сдать', 'денюжка', 'тетрадка', 'фонд', 'но', 'сказать', 'ребёнок', 'это', 'работать', 'он', 'разгильдяй', 'пофигистый', 'справиться', 'выйти', 'в', 'итог', 'человек', 'отучиться', 'класс', 'спокойно', 'поступить', 'далёкий', 'дело', 'тетрадка', 'вообще', 'шик', 'у', 'наш', 'школа', 'договорняк', 'дистрибьютор', 'мало', 'выходить', 'четь', 'дорогой', 'другой', 'магазин', 'это', 'типо', 'добровольно', 'принудиловка', 'то', 'сложный', 'такой', 'тут', 'спорный', 'момент', 'хотя', 'сторона', 'никто', 'мешать', 'отскерить', 'тетрадка', 'вообще', 'внаглый', 'скачать', 'быть', 'интернет', 'сделать', 'кстати', 'забавно', 'допустить', 'английский', 'отдельный', 'тетрадка', 'который', 'стоить', 'несусветный', 'деньга', 'когда', 'прийти', 'универ', 'никто', 'сдавать', 'просить', 'сказать', 'такой', 'тетрадка', 'мочь', 'скачать', 'мочь', 'купить', 'мочь', 'взять', 'препод', 'отскерить', 'главное', 'чтоб', 'буть', 'конечно', 'эпоха', 'открытый', 'реестр', 'так', 'п', 'это', 'намного', 'стать', 'простой', 'теперь', 'случай', 'сразу', 'идти', 'директор', 'стучать', 'башка', 'реестр', 'спрашивать', 'почему', 'заявка', 'ремонт', 'подать', 'почему', 'это', 'должный', 'карман', 'родитель', 'ну', 'такой', 'дух', 'один', 'проблема', 'это', 'нужно', 'куча', 'время', 'желание', 'бодаться', 'и', 'это', 'аукнуться', 'ребёнок']
2397;['нужда', 'хуюжды', 'послать', 'нахуй', 'школа', 'содержаться', 'счёт', 'городской', 'бюджет', 'школа', 'хватать', 'пусть', 'ебета', 'мозг', 'администрация', 'город', 'родитель']
2398;['сын', 'школа', 'закончить', 'давно', 'побор', 'пытаться', 'ввести', 'обламываться', 'на', 'охрана', 'сдавать', 'р', 'месяц', 'пойти', 'сдать', 'сразу', 'месяц', 'выдать', 'договор', 'с', 'занавеска', 'отдельный', 'история', 'поменяться', 'классный', 'руководитель', 'первый', 'собрание', 'мы', 'говорить', 'плохо', 'штора', 'купить', 'купить', 'почему', 'большой', 'город', 'больший', 'деньга', 'но', 'родитель', 'посчитать', 'поехать', 'противоположный', 'сторона', 'казахстан', 'боком', 'стоить', 'раз', 'дешёвый', 'на', 'следующий', 'год', 'меняться', 'классный', 'первый', 'собрание', 'мы', 'говорить', 'обязательно', 'купить', 'штора', 'здесь', 'окно', 'покупать', 'опять', 'съездить', 'граница', 'в', 'класс', 'меняться', 'классный', 'штора', 'тут', 'родитель', 'выдержать', 'слово', 'собираться', 'покупать', 'штора', 'весь', 'школа', 'снять', 'штора', 'предыдущий', 'кабинет', 'повесить', 'так', 'получиться', 'книга', 'покупать', 'тем', 'идти', 'мы', 'давать', 'бесплатный', 'в', 'класс', 'выдать', 'список', 'купить', 'на', 'первый', 'собрание', 'говорить', 'сдавать', 'р', 'дать', 'книга', 'на', 'вопрос', 'делать', 'тот', 'учебник', 'купить', 'ответить', 'сдать', 'библиотека', 'сдать', 'р', 'сдать', 'книга', 'тысяча', 'рубль', 'всё', 'отказаться', 'ну', 'самый', 'интересный', 'выпускной', 'собрать', 'выпускной', 'класс', 'начать', 'говорить', 'торжественный', 'часть', 'сдать', 'р', 'з', 'плата', 'другой', 'я', 'достать', 'калькулятор', 'тетрадка', 'стать', 'записывать', 'цена', 'пытаться', 'очень', 'быстро', 'проговорить', 'всё', 'ленточка', 'колокольчик', 'шарик', 'цветочек', 'так', 'далее', 'сложить', 'разделить', 'получить', 'р', 'это', 'м', 'округление', 'сдать', 'р', 'я', 'понимать', 'почему', 'многие', 'готовый', 'отдать', 'деньга', 'лишь', 'трогать', 'разбираться', 'идти', 'деньга', 'кто', 'я', 'повезти', 'родитель', 'пара', 'неадекват', 'сразу', 'обламывать', 'сам', 'работать', 'ребёнок', 'побор', 'родительский', 'комитет', 'всё', 'решать', 'вместе', 'выдать', 'список', 'родитель', 'необходимый', 'покупать', 'приносить', 'я', 'написать', 'дополнительно', 'приносить', 'если', 'идти', 'готовить', 'кухня', 'кидать', 'группа', 'рецепт', 'родитель', 'сам', 'распределять', 'принести', 'если', 'идти', 'кино', 'другой', 'зрелище', 'приносить', 'сдавать', 'деньга', 'билет', 'отдавать', 'сейчас', 'идти', 'большой', 'ремонт', 'родитель', 'копейка', 'взять']
2399;['за', 'многое', 'готовый', 'платить', 'школа', 'охрана', 'точно', 'там', 'такой', 'охрана', 'название', 'один', 'техничка', 'наш', 'время', 'охранять']
2400;['так', 'она', 'табельный', 'оружие', 'это', 'тряпка', 'половой']
2401;['причём', 'вероятный', 'мастевой', 'тряпка', 'а', 'это', 'урон', 'тёмный', 'магия', 'репутация', 'фракция']
2402;['если', 'секрет', 'готовый', 'платить', 'школа']
2403;['за', 'вкусный', 'качественный', 'еда']
2404;['написать', 'плач', 'подарок', 'грамота', 'ребёнок', 'разный', 'праздник', 'подарок', 'учитель', 'запасный', 'тетрадь', 'класс', 'качественный', 'бумага', 'рисование', 'из', 'краска', 'таскать', 'свой', 'в', 'сад', 'ещё', 'покупать', 'нормальный', 'туалетный', 'бумага', 'салфетка', 'в', 'новый', 'класс', 'покупать', 'стенд', 'плакат', 'то', 'против', 'приплатить', 'комфортный', 'пребывание', 'ребёнок', 'этот', 'учреждение', 'но', 'платить', 'охрана', 'ил', 'уборщица', 'это', 'бред']
2405;['за', 'платить', 'вы', 'должный', 'никто', 'должный']
2406;['не', 'должный', 'готовый', 'против', 'платить']
2407;['месяц', 'охрана', 'о', 'случай', 'сидеть', 'пенсионер', 'пенсионер', 'хороший', 'случай', 'мвдшникнуть', 'бывший', 'тысяча', 'месяц', 'регион', 'вообще', 'при', 'графика', 'смена', 'час', 'выходной', 'ночной', 'дежурство', 'такой', 'человек', 'так', 'быть', 'учёт', 'затрата', 'работодатель', 'фонд', 'получаться', 'потолок', 'кусок']
2408;['это', 'школа', 'наверняка', 'кормиться', 'гандон', 'вышестоящий', 'департамент', 'мерия', 'вариант', 'прокуратура', 'тендер', 'прописываться', 'такой', 'образ', 'документ', 'сидеть', 'смена', 'человек', 'десять', 'должный', 'суперкультуристамининдзя', 'власть', 'давать', 'месяц', 'директор', 'привлечь', 'спонсорский', 'деньга', 'далёкий', 'искать', 'директор', 'деньга', 'охрана', 'идти', 'хуй', 'найти', 'такой', 'директор', 'смочь', 'мы', 'деньга', 'приносить', 'причём', 'факт', 'сидеть', 'обычный', 'неотвечаять', 'пенсионер', 'я', 'подобный', 'схема', 'натыкаться', 'х', 'оплата', 'интернет', 'школа', 'тот', 'место', 'дотянуться', 'свой', 'говняна', 'рука', 'ростелеком']
2409;['примерно', 'должный', 'выглядить', 'каждый', 'школьник', 'охрана', 'месяц']
2410;['а', 'школьник', 'повздорить', 'себя', 'хранитель', 'тело', 'должный', 'себя', 'подраться']
2411;['как', 'видеть', 'это', 'фото', 'только', 'парень', 'чёрный']
2412;['что', 'рожа', 'негр', 'испуганный', 'парень', 'слева', 'справа', 'ку', 'клукс', 'клан', 'час']
2413;['там', 'эффективный', 'менеджмент']
2414;['охрана', 'обязать', 'лицензионный', 'в', 'итог', 'один', 'старичок', 'кормиться', 'охранный', 'контора', 'разрешиловка', 'лицензия', 'выдавать', 'контора', 'делать', 'медсправка', 'так', 'далее', 'стоять', 'сутки', 'график', 'работа', 'школа', 'нормировать', 'мочь', 'уйти', 'плюс', 'выходной', 'кружка', 'всякий', 'но', 'вообще', 'сделать', 'безопасность', 'забивание', 'бабло', 'потому', 'набирать', 'мвд', 'шник', 'вообще', 'кто', 'попасть', 'лишь', 'тело', 'форма', 'стоять', 'деньга', 'идти', 'год', 'отработать', 'такой', 'контора', 'один', 'нормальный', 'специалист', 'безопасность', 'среди', 'начальство', 'видеть']
2415;['вы', 'учитывать', 'любой', 'компания', 'каждый', 'сотрудник', 'обходиться', 'оклад', 'округлить', 'множество', 'налог', 'который', 'платить', 'сотрудник', 'компания']
2416;['не', 'тобыть', 'рука', 'платить', 'государство', 'отдавать']
2417;['оклад', 'вроде', 'ну', 'точно', 'х', 'ндфл', 'пфр', 'фсс', 'емнип', 'хотя', 'охранник', 'мочь', 'вредность']
2418;['примерно', 'но', 'разный', 'страна', 'разный', 'свой', 'пример']
2419;['так', 'учесть', 'это']
2420;['это', 'оплата', 'бплай', 'чёрный', 'нал', 'документ']
2421;['мочь', 'лицо', 'ответственный', 'сказать', 'охрана', 'школа', 'выходить', 'около', 'тыс', 'год', 'рассуждать', 'поверхностно', 'существо', 'правый', 'особенность', 'охрана', 'школа', 'входить', 'комплекс', 'антитеррористический', 'мероприятие', 'общеобразовательный', 'учреждение', 'а', 'определённый', 'правило', 'охранник', 'должный', 'лицензированный', 'ниже', 'категория', 'чоо', 'должный', 'иметь', 'лицензия', 'пункт', 'антитеррор', 'группа', 'быстрый', 'реагирование', 'просто', 'пенсионер', 'посадить', 'получиться', 'так', 'должный', 'остальной', 'это', 'нарушение', 'место', 'это', 'наказывать']
2422;['да', 'всё', 'это', 'здорово', 'практика', 'работать', 'лично', 'знать', 'несколько', 'самый', 'последний', 'школа', 'город', 'сидеть', 'просто', 'пенсионер', 'бывший', 'военный', 'силовик', 'некоторый', 'вообще', 'никакой', 'охрана']
2423;['почему', 'один', 'пенсионер', 'причём', 'явно', 'алкогольный', 'прошлое', 'на', 'смотреть', 'слеза', 'и', 'ещё', 'женщина', 'пенсионный', 'возраст', 'форма', 'охрана']
2424;['интересно', 'давно', 'действовать', 'требование', 'мой', 'школа', 'случай', 'помещение', 'детский', 'кружка', 'завалиться', 'синяк', 'три', 'нож', 'общий', 'милиция', 'вызывать', 'тётенька', 'охранник', 'волнение', 'заикаться', 'начало']
2425;['это', 'кой', 'хер', 'должный', 'скидываться', 'родитель', 'это', 'часть', 'комплекс', 'против', 'терроризм']
2426;['при', 'зп', 'пост', 'стоить', 'около', 'тысяча']
2427;['хмм', 'интересно', 'старый', 'пердун', 'школа', 'который', 'курить', 'труд', 'какой', 'категория', 'входить']
2428;['тыс', 'год', 'маленький', 'лям', 'год']
2429;['у', 'охранник', 'старик', 'тётка', 'возраст', 'который', 'школьник', 'стебаться', 'гопари', 'который', 'клеить', 'старшеклассница', 'курить', 'старшеклассник', 'слово', 'ауешник', 'который', 'вели', 'светский', 'беседа', 'ребёнок', 'кто', 'ебало', 'набить', 'поведение', 'понятие', 'другать', 'недавно', 'откинуться', 'тюрьма', 'просто', 'быллан', 'который', 'материаться', 'как', 'девочка', 'который', 'хотеть', 'повесить', 'куртка', 'чужой', 'раздевалка', 'сказать', 'лично', 'твой', 'куртка', 'украсть', 'повесить', 'девочка', 'опоздать', 'должный', 'ждать', 'конец', 'урок', 'открыть', 'раздевалка', 'за', 'доблестный', 'охрана', 'платить', 'рубль']
2430;['да', 'вполне', 'я', 'понимать', 'условный', 'требование', 'охрана', 'типо', 'охранник', 'должный', 'лицензия', 'так', 'далее', 'ещё', 'понимание', 'регион', 'например', 'это', 'мой', 'у', 'охрана', 'получать', 'р', 'час', 'лицензия', 'так', 'это', 'школа', 'всё', 'белый', 'значит', 'работодатель', 'тратить', 'охранник', 'р', 'час', 'да', 'такой', 'налог', 'час', 'резерв', 'чел', 'это', 'затрата', 'сам', 'охрана', 'есть', 'ещё', 'офис', 'чоо', 'гбр', 'так', 'далее', 'который', 'нужно', 'содержать', 'расход', 'разный', 'так', 'непонятно', 'сколько', 'человек', 'офис', 'насколько', 'школа', 'экипаж', 'гбр', 'сколько', 'школа', 'держать', 'принцип']
2431;['а', 'директор', 'чоп', 'бухгалтер', 'эникей', 'так', 'далее', 'а', 'ещё', 'учредитель', 'икорка']
2432;['у', 'школа', 'кроме', 'камера', 'коридор', 'территория', 'договор', 'какой', 'охранный', 'агентство', 'ошибаться', 'год', 'москва', 'лингвистический', 'гимназия', 'но', 'охрана', 'сдавать', 'директор', 'крутиться']
2433;['у', 'город', 'учиться', 'появиться', 'мулёк', 'ставить', 'вход', 'школа', 'турникет', 'каждый', 'ребёнок', 'карточка', 'вход', 'выход', 'идея', 'родитель', 'видеть', 'ребёнок', 'приходить', 'уходить', 'школа', 'некоторый', 'школа', 'наслать', 'поставщик', 'очень', 'выгодный', 'условие', 'таки', 'поставить', 'наткнуться', 'суровый', 'реальность', 'многие', 'ребёнок', 'распиздяй', 'карточка', 'тупо', 'терять', 'забывать', 'итог', 'турникет', 'проработать', 'сила', 'месяц', 'они', 'просто', 'перестать', 'пользоваться']
2434;['сидоров', 'почему', 'опоздать', 'час', 'я', 'карточка', 'дом', 'забыть', 'прийтись', 'возвращаться']
2436;['тогда', 'это', 'охрана', 'тревожный', 'кнопка', 'пфф', 'хуйня', 'пока', 'приехать', 'сработка', 'аллахбаба', 'нету']
2437;['раз', 'полгода', 'сдавать', 'вроде']
2438;['это', 'зря', 'думать', 'месяц', 'образовательный', 'учреждение', 'это', 'в', 'первый', 'фот', 'это', 'брать', 'минимум', 'охранник', 'зп', 'причём', 'это', 'оклад', 'госплатёж', 'всякий', 'фсс', 'пфр', 'плюс', 'обслуживание', 'программно', 'аппаратный', 'комплекс', 'турникет', 'база', 'данные', 'средство', 'обработка', 'бд', 'так', 'прочее', 'плюс', 'обмундирование', 'аттестация', 'переаттестация', 'тысяча', 'месяц', 'охрана', 'школьный', 'учреждение', 'это', 'нормально', 'если', 'вы', 'такой', 'работать', 'лезть', 'обсуждать', 'ценник']
2439;['в', 'первый', 'фот', 'это', 'брать', 'минимум', 'охранник', 'зп', 'причём', 'это', 'оклад', 'госплатёж', 'всякий', 'фсс', 'пфр', 'зависеть', 'регион', 'в', 'какой', 'подмосковье', 'тамбов', 'фот', 'учёт', 'налог', 'уплачивать', 'работодатель', 'трое', 'поместиться', 'тыр', 'плюс', 'обслуживание', 'программно', 'аппаратный', 'комплекс', 'турникет', 'база', 'данные', 'средство', 'обработка', 'бд', 'так', 'прочее', 'звучать', 'солидно', 'страшно', 'факт', 'москва', 'это', 'стоить', 'тыр', 'месяц', 'регион', 'ещё', 'дешёвый', 'а', 'директор', 'смотреть', 'сегодня', 'завтрашний', 'день', 'купить', 'дешёвый', 'сервак', 'тыр', 'разовый', 'навесить', 'обязанность', 'следить', 'хуитой', 'информатика', 'эникейщик', 'местный', 'символический', 'премия', 'р', 'месяц', 'плюс', 'обмундирование', 'и', 'таки', 'что', 'обмундирование', 'охранник', 'штаны', 'лёгкий', 'куртка', 'тёплый', 'куртка', 'шапка', 'ботинок', 'набор', 'год', 'стоить', 'плюс', 'минус', 'тыр', 'человек', 'это', 'прям', 'объективно', 'говорить', 'плюс', 'перцовый', 'баллончик', 'солидность', 'ещё', 'погремушка', 'свисток', 'рубль', 'год', 'тыр', 'год', 'трое', 'около', 'тыр', 'месяц', 'если', 'вы', 'такой', 'работать', 'лезть', 'обсуждать', 'ценник', 'мусие', 'работать', 'сфера', 'прекрасно', 'знать', 'любой', 'смета', 'самый', 'маленький', 'хуйнюшка', 'копейка', 'очень', 'большой', 'желание', 'заинтересованность', 'раздуть', 'миллион', 'первичный', 'миллион', 'факт', 'а', 'бюджетный', 'сфера', 'вообще', 'триллион', 'коврик', 'входной', 'дверь', 'похоронить', 'вопрос', 'друг', 'насколько', 'это', 'оправданный', 'результат', 'работа']
2440;['с', 'учёт', 'налог', 'получаться', 'рука', 'давать', 'зарплата', 'остальной', 'налог']
2441;['нет', 'я', 'блядь', 'четвёртый', 'разжёвывать', 'охранник', 'вася', 'работать', 'оклад', 'с', 'вася', 'платить', 'ндфл', 'оставаться', 'копейка', 'сверх', 'работодатель', 'платить', 'пф', 'омс', 'соцстрах', 'травматизм', 'плюс', 'традиционно', 'закладывать', 'отпускной', 'х', 'получить', 'год', 'полный', 'отпускной', 'итого', 'получаться', 'обеспечение', 'оклад', 'тысяча', 'три', 'сотрудник', 'работодатель', 'нужный', 'фот', 'размер', 'х', 'х', 'тысяча', 'рубль', 'учёт', 'премиальный', 'фонд', 'спецодежда', 'это', 'полный', 'фот', 'так', 'быть', 'полный', 'затрата', 'работодатель', 'содержание', 'однога', 'работник']
2442;['у', 'вообще', 'мужик', 'который', 'школа', 'жить', 'есть', 'ходить', 'столовая', 'это', 'время', 'первый', 'этаж', 'стоять', 'учитель']
2443;['ещё', 'нужно', 'платить', 'кнопка']
2444;['я', 'говорить', 'я', 'хз', 'сколько', 'россия', 'брать', 'агенство', 'кнопка', 'фирма', 'два', 'помещение', 'штат', 'человек', 'просто', 'осознание', 'размер', 'предприятие', 'кнопка', 'стоить', 'месяц']
2445;['где', 'увидеть', 'месяц', 'за', 'год']
2446;['за', 'год', 'слишком', 'мало', 'получаться', 'за', 'месяц', 'максимум', 'тревожный', 'кнопка', 'сигнализация', 'пара', 'тройка', 'камера', 'диск', 'подсобка', 'ни', 'охрана', 'речь', 'идти', 'месяц', 'большой', 'школа', 'человек', 'вполне', 'получаться', 'божески', 'р', 'нос']
2448;['на', 'трое', 'соцвзнос', 'это', 'охуенный', 'зп', 'особенно', 'столица', 'рука', 'ничегонеделание', 'не', 'и', 'четверо', 'менее', 'норма', 'получаться', 'вычет', 'ндфл', 'это', 'очень', 'неплохо', 'работать', 'вообще', 'угодный', 'абсолютно', 'никакой', 'требование', 'кроме', 'два', 'рука', 'два', 'нога', 'ухо', 'глаз', 'рот']
2449;['добавить', 'обслуживание', 'система', 'охранный', 'пожарный', 'сигнализация', 'тревожный', 'кнопка', 'средство', 'передача', 'сообщение', 'централизовать', 'пульт', 'в', 'зависимость', 'количество', 'элемент', 'система', 'договор', 'обслуживание', 'мочь', 'спокойно', 'выйти']
2450;['ещё', 'руководство', 'чоп', 'гбр']
2451;['тихо', 'тут', 'бывший', 'генералитет', 'мвд', 'безбедный', 'старость', 'школа', 'крышевать']
2452;['чтобы', 'закрыть', 'нужно', 'смена', 'охрана', 'но', 'равно', 'это', 'отменять', 'уход', 'хз']
2453;['вряд', 'месяц', 'квитанция', 'учебный', 'год', 'кстати', 'год', 'платить', 'почему']
2455;['второй', 'год', 'сдавать', 'родиться', 'кто', 'садик', 'после', 'деньга', 'уйти', 'вникуда', 'ребёнок', 'дарить', 'херня', 'рубль', 'тд', 'поофигевать', 'фраза', 'садик', 'день', 'рождение', 'совет', 'решить', 'наш', 'группа', 'дарить', 'кондиционер', 'музыкальный', 'зал', 'в', 'год', 'сдать', 'купить', 'дочка', 'необходимый', 'канцелярия', 'тетрадка', 'занятие', 'сложить', 'папочка', 'отнести', 'сад', 'дочка', 'сам', 'выбирать', 'поэтому', 'сказать', 'ты', 'дать', 'твой', 'сам', 'выбирать', 'узнать', 'говорить', 'в', 'год', 'родиться', 'кто', 'предложить', 'скинуться', 'подарок', 'новый', 'год', 'одинаковый', 'согласиться', 'честно', 'такой', 'фигня', 'нафиг', 'ненужный', 'оказаться', 'год', 'купить', 'подарок', 'который', 'дом', 'подарить', 'который', 'отнести', 'сад', 'подарить', 'по', 'повод', 'школа', 'в', 'следующий', 'год', 'первый', 'класс', 'хотеть', 'родиться', 'кто', 'нафиг', 'присекать', 'побор', 'быть', 'голос', 'разума😄']
2456;['мочь', 'повлиять', 'возглавить']
2457;['а', 'вообще', 'логично', 'пусть', 'документ', 'предоставлять', 'расход', 'и', 'случиться', 'кабинет', 'неотремонтировать', 'вперёд', 'прокуратура']
2458;['ремонт', 'документ', 'предоставить', 'около']
2459;['за', 'охрана', 'оплатить', 'один', 'дочь', 'жёстко']
2461;['так', 'это', 'заказуха', 'конкурент', 'всё', 'понятно']
2462;['ну', 'почему', 'один', 'семья', 'заплатить', 'логично', 'если', 'есть', 'э', 'каждый', 'ребёнок', 'отдельно', 'почему', 'охрана', 'отдельно']
2463;['ты', 'прямо', 'терроризировать', 'мой', 'фантазия']
2464;['товарищ', 'иметь', 'вид', 'оплата', 'услуга', 'охрана', 'отдать', 'дочь']
2465;['за', 'второй', 'платить', 'её', 'охранять']
2466;['давать', 'я', 'оплатить', 'охрана', 'один', 'дочь']
2467;['давать', 'привет', 'охрана', 'это', 'дочь', 'оплатить']
2468;['охрана', 'оплачиваться', 'бюджет', 'немой', 'предусмотреть', 'этот', 'статья', 'расход', 'то', 'выделить', 'деньга', 'отыграть', 'тендер', 'пр', 'если', 'выше', 'охрана', 'у', 'далее', 'год', 'охрана', 'потом', 'заведовать', 'поставить', 'дежурный', 'вид', 'сменяться', 'завхоз', 'прачка', 'последний', 'год', 'охрана', 'чоп', 'платить']
2469;['так', 'быть', 'родитель', 'быть', 'сдавать', 'охрана', 'охранник', 'уйти', 'пусть', 'школа', 'бомж', 'медведь', 'ебут', 'а', 'завтра', 'нужно', 'сдавать', 'пожарка', 'скорый']
2470;['не', 'быть', 'защищать', 'тот', 'ребёнок', 'чей', 'родитель', 'сдать', 'деньга', 'охрана', 'а', 'вообще', 'это', 'сюра', 'ебануть', 'родитель', 'спонсор', 'я', 'плач', 'ндс', 'ндфл', 'транспортный', 'имущественный', 'налог', 'с', 'остальной', 'послать', 'нахуй']
2471;['быть', 'отличать', 'белый', 'длань', 'сарумана']
2472;['завтра', 'нужно', 'сдавать', 'пожарка', 'скорый', 'хмм', 'спасибо', 'хороший', 'идея']
2473;['а', 'че', 'счёт', 'государство', 'кушать', 'предлагать', 'продукт', 'родитель', 'брать', 'они', 'рожать', 'просить', 'макароны', 'одинаково', 'стоять']
2474;['если', 'директор', 'быть', 'ало', 'ранний', 'треснуть', 'учебник', 'начать', 'собирать']
2475;['а', 'оо', 'мы', 'свой', 'счёт', 'покупать']
2476;['можно', 'подумать', 'школа', 'прийти', 'пара', 'тройка', 'бомж', 'охранник', 'прям', 'спасти']
2478;['ещё', 'зарплата', 'учитель', 'забыть', 'сдать']
2479;['и', 'ссср', 'охрана', 'школа', 'обходиться']
2481;['там', 'школьник', 'пионер', 'значит', 'коммунист', 'а', 'коммунист', 'мочь', 'защищать', 'родина', 'стрелять', 'враг', 'оружие', 'год']
2482;['в', 'время', 'ссср', 'значительно', 'безопастный', 'причём', 'план', 'работа', 'милиция', 'поведение', 'общество', 'быть', 'активный', 'гражданский', 'позиция', 'обычный', 'прохожие', 'мочь', 'пресечь', 'драка', 'заступиться', 'сделать', 'замечание', 'школьник', 'нецензурный', 'брань', 'это', 'иметь', 'эффект', 'школьник', 'мочь', 'поехать', 'велик', 'конец', 'москва', 'чувствовать', 'безопасность', 'в', 'возраст', 'мочь', 'отпустить', 'свой', 'ребёнок', 'погулять', 'один', 'напротив', 'дом', 'ибо', 'случиться', 'большинство', 'прохожий', 'сделать', 'рожа', 'кирпичь', 'пройти', 'мимо', 'да', 'говорить', 'взрослый', 'себя', 'мочь', 'защитить', 'присесть', 'ну', 'беслан', 'яркий', 'пример', 'низость', 'современный', 'человеческий', 'натура', 'поэтому', 'определённо', 'система', 'защита', 'образовательный', 'учреждение', 'необходимый', 'вид', 'пенсионер', 'форма', 'галочка']
2483;['бомж', 'медведь', 'ебут', 'шикарно', '😂😂😂👍']
